AN_LETIVO,NOME_DISTRITO,TIPO_ESCOLA,DRE,DESC_SERIE,MODALIDADE_SEGMENTO,TURMA_ESCOL,CD_ALUNO_SME,ANO_NASC_ALUNO,MES_NASC_ALUNO,CD_SEXO,DESC_RACA_COR,DESC_PAIS_NASC,SITUACAO_MAT
2016,BUTANTA,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO BUTANTA,MINI GRUPO II,CRECHE,S,6261502,2012.0,7.0,F,NAO DECLARADA,INDIA,Concluido
2016,PIRITUBA,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,BERCARIO I,CRECHE,S,6448463,2015.0,7.0,F,NAO DECLARADA,BOLIVIA,Concluido
2016,MOOCA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,INFANTIL I,PRE,S,6487255,2012.0,2.0,M,INDIGENA,BOLIVIA,Concluido
2016,PARI,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 2.ANO F9,Fund1,S,4722765,2008.0,11.0,M,PARDA,BOLIVIA,Concluido
2016,CONSOLACAO,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,INFANTIL I,PRE,S,6712613,2012.0,1.0,F,NAO DECLARADA,BOLIVIA,Concluido
2016,JOSE BONIFACIO,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,INFANTIL I,PRE,S,6521092,2012.0,3.0,F,PARDA,BOLIVIA,Concluido
2016,JOSE BONIFACIO,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,INFANTIL I,PRE,S,5836860,2011.0,11.0,M,PARDA,BOLIVIA,Concluido
2016,VILA MARIA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,INFANTIL I,PRE,S,6207350,2011.0,5.0,M,NAO DECLARADA,BOLIVIA,Concluido
2016,JARAGUA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,INFANTIL II,PRE,S,5861938,2010.0,12.0,F,NAO DECLARADA,BOLIVIA,Concluido
2016,VILA MEDEIROS,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,INFANTIL I,PRE,S,6074412,2011.0,4.0,F,BRANCA,BOLIVIA,Concluido
2016,VILA PRUDENTE,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,INFANTIL I,PRE,S,6262541,2011.0,11.0,F,PRETA,REPUBLICA DO HAITI,Concluido
2016,VILA MEDEIROS,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,INFANTIL I,PRE,S,5952486,2012.0,2.0,M,NAO DECLARADA,BOLIVIA,Concluido
2016,ITAIM PAULISTA,MOVA        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,MOVA,MOVA,S,6644647,1972.0,7.0,M,NAO DECLARADA,ANGOLA,Concluido
2016,JABAQUARA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO,C.II 5.ANO F9,Fund1,S,5137145,2005.0,6.0,M,AMARELA,JAPAO,Concluido
2016,CIDADE LIDER,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,INFANTIL I,PRE,S,6164107,2011.0,8.0,M,NAO DECLARADA,BOLIVIA,Concluido
2016,CASA VERDE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.III 9.ANO F9,Fund2,S,4609993,2001.0,9.0,M,AMARELA,BOLIVIA,Concluido
2016,CIDADE DUTRA,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,MINI GRUPO II,CRECHE,S,6080177,2013.0,3.0,M,NAO DECLARADA,REPUBLICA DO HAITI,Concluido
2016,TATUAPE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.II 6.ANO F9,Fund2,S,4907542,2005.0,1.0,F,PARDA,BOLIVIA,Concluido
2016,SAO RAFAEL,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,C.III 7.ANO F9,Fund2,S,4518260,2004.0,3.0,M,PARDA,BOLIVIA,Concluido
2016,VILA MATILDE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 3.ANO F9,Fund1,S,6130330,2006.0,1.0,F,PARDA,BOLIVIA,Concluido
2016,PONTE RASA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 2.ANO F9,Fund1,S,6049420,2008.0,5.0,M,NAO DECLARADA,BOLIVIA,Concluido
2016,CAPAO REDONDO,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,C.II 6.ANO F9,Fund2,S,5292851,2004.0,1.0,M,BRANCA,ESTADOS UNIDOS DA AMERICA (EUA),Concluido
2016,JOSE BONIFACIO,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,C.II 4.ANO F9,Fund1,S,6341768,2005.0,6.0,F,PRETA,REPUBLICA DO HAITI,Concluido
2016,JOSE BONIFACIO,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,C.II 4.ANO F9,Fund1,S,6341602,2006.0,4.0,F,PRETA,REPUBLICA DO HAITI,Concluido
2016,VILA MEDEIROS,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.I 1.ANO F9,Fund1,S,6215239,2010.0,1.0,M,NAO DECLARADA,BOLIVIA,Concluido
2016,VILA GUILHERME,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.I 3.ANO F9,Fund1,S,4868461,2007.0,4.0,M,PARDA,BOLIVIA,Concluido
2016,VILA GUILHERME,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.I 3.ANO F9,Fund1,S,4624872,2006.0,11.0,M,PARDA,BOLIVIA,Concluido
2016,CASA VERDE,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,MINI GRUPO II,CRECHE,S,6309783,2013.0,2.0,M,PARDA,BOLIVIA,Concluido
2016,PENHA,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BERCARIO II,CRECHE,S,6555410,2015.0,3.0,F,NAO DECLARADA,ANGOLA,Concluido
2016,VILA MEDEIROS,CIEJA       ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,MII CIEJA,EJA1A4,S,6314088,1992.0,7.0,M,NAO DECLARADA,REPUBLICA DO HAITI,Concluido
2016,VILA GUILHERME,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.II 6.ANO F9,Fund2,S,4222746,2004.0,5.0,F,NAO DECLARADA,BOLIVIA,Concluido
2016,VILA GUILHERME,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.III 7.ANO F9,Fund2,S,6053854,2002.0,7.0,F,PARDA,BOLIVIA,Concluido
2016,ARTUR ALVIM,MOVA        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOVA,MOVA,S,6545755,1980.0,10.0,M,NAO DECLARADA,ANGOLA,Concluido
2016,VILA MARIA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.III 7.ANO F9,Fund2,S,6136075,2003.0,8.0,M,NAO DECLARADA,BOLIVIA,Concluido
2016,VILA MEDEIROS,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,INFANTIL I,PRE,S,6499283,2012.0,2.0,M,BRANCA,BOLIVIA,Concluido
2016,LAJEADO,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,MINI GRUPO II,CRECHE,S,6459037,2012.0,7.0,F,NAO DECLARADA,REPUBLICA DO HAITI,Concluido
2016,JOSE BONIFACIO,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,C.I 1.ANO F9,Fund1,S,6593887,2009.0,7.0,F,PRETA,ANGOLA,Concluido
2016,CANGAIBA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 2.ANO F9,Fund1,S,5015591,2008.0,4.0,M,PARDA,BOLIVIA,Concluido
2016,VILA MARIA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,INFANTIL II,PRE,S,6509170,2011.0,2.0,F,NAO DECLARADA,BOLIVIA,Concluido
2016,VILA MEDEIROS,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.I 1.ANO F9,Fund1,S,6129334,2009.0,7.0,M,INDIGENA,BOLIVIA,Concluido
2016,CASA VERDE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.II 5.ANO F9,Fund1,S,4877366,2005.0,11.0,F,NAO DECLARADA,BOLIVIA,Concluido
2016,BELEM,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 3.ANO F9,Fund1,S,6077286,2007.0,8.0,F,PARDA,BOLIVIA,Concluido
2016,SANTANA,EMEFM       ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.I 2.ANO F9,Fund1,S,6585420,2006.0,12.0,M,PRETA,ANGOLA,Concluido
2016,VILA GUILHERME,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.III 9.ANO F9,Fund2,S,4806692,2002.0,8.0,F,PARDA,BOLIVIA,Concluido
2016,VILA GUILHERME,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.I 3.ANO F9,Fund1,S,6076078,2006.0,11.0,M,PARDA,BOLIVIA,Concluido
2016,CASA VERDE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.II 4.ANO F9,Fund1,S,4435684,2006.0,8.0,M,PARDA,BOLIVIA,Concluido
2016,CACHOEIRINHA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.III 9.ANO F9,Fund2,S,3642132,2002.0,4.0,F,PARDA,BOLIVIA,Concluido
2016,SAPOPEMBA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,C.II 6.ANO F9,Fund2,S,5946263,2004.0,3.0,M,PRETA,CONGO,Concluido
2016,CIDADE LIDER,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,MINI GRUPO I,CRECHE,S,6101697,2013.0,4.0,F,NAO DECLARADA,BOLIVIA,Concluido
2016,CASA VERDE,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,INFANTIL I,PRE,S,6660754,2011.0,7.0,F,PARDA,BOLIVIA,Concluido
2016,SAPOPEMBA,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,MINI GRUPO II,CRECHE,S,6347802,2013.0,2.0,F,NAO DECLARADA,JAPAO,Concluido
2016,SANTA CECILIA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,INFANTIL II,PRE,S,5266963,2010.0,10.0,M,NAO DECLARADA,BOLIVIA,Concluido
2016,VILA MEDEIROS,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,INFANTIL I,PRE,S,5797965,2011.0,7.0,F,NAO DECLARADA,BOLIVIA,Concluido
2016,TATUAPE,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,INFANTIL II,PRE,S,6312236,2011.0,2.0,M,BRANCA,SIRIA,Concluido
2016,CIDADE DUTRA,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,C.I 2.ANO F9,Fund1,S,5849137,2008.0,10.0,F,BRANCA,ESPANHA,Concluido
2016,GUAIANASES,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,C.II 6.ANO F9,Fund2,S,4846818,2004.0,9.0,M,BRANCA,ARGENTINA,Concluido
2016,CARRAO,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,C.III 9.ANO F9,Fund2,S,6457703,2002.0,6.0,F,NAO DECLARADA,SIRIA,Concluido
2016,JAGUARE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,C.II 4.ANO F9,Fund1,S,6632178,2007.0,3.0,F,NAO DECLARADA,ARGENTINA,Concluido
2016,AGUA RASA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.II 6.ANO F9,Fund2,S,6302601,2005.0,5.0,F,AMARELA,JAPAO,Concluido
2016,SAPOPEMBA,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,MINI GRUPO II,CRECHE,S,6632845,2012.0,7.0,F,PRETA,ANGOLA,Concluido
2016,PERUS,CIEJA       ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,MIII CIEJA,EJA5A8,S,6701770,1995.0,7.0,M,NAO DECLARADA,REPUBLICA DO HAITI,Concluido
2016,VILA SONIA,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO BUTANTA,MINI GRUPO II,CRECHE,S,6731863,2013.0,3.0,M,NAO DECLARADA,COLOMBIA,Concluido
